basebrgy	basehhno	basewman	BRGAY05	HHNUMB05	WOMAN05	MOMCH05	linenumb	maristat	uncmomid	montrvw	dayntrvw	yrntrvw	havemaid	maidnumb	buyfood	BUYFOOD1	BUYFOOD2	BUYFOOD3	cookfood	COOKFOD1	COOKFOD2	COOKFOD3	cleanup	CLEANUP1	CLEANUP2	CLEANUP3	cleanhse	CLEANHS1	CLEANHS2	CLEANHS3	buycloth	BUYCLOT1	BUYCLOT2	BUYCLOT3	washclot	WASHCLO1	WASHCLO2	WASHCLO3	carechld	CARECHD1	CARECHD2	CARECHD3	fetchwat	FETCHWA1	FETCHWA2	FETCHWA3	getwood	GETWOOD1	GETWOOD2	GETWOOD3	tendanim	TENDANI1	TENDANI2	TENDANI3	tendgard	TENDGAR1	TENDGAR2	TENDGAR3	repairs	REPAIRS1	REPAIRS2	REPAIRS3	wakeup	breakfst	lunch	supper	bedtime	WAKEACT1	TWAKEAC1	WAKEACT2	TWAKEAC2	WAKEACT3	TWAKEAC3	WAKEACT4	TWAKEAC4	WAKEACT5	TWAKEAC5	WAKEACT6	TWAKEAC6	WAKEACT7	TWAKEAC7	WAKEACT8	TWAKEAC8	MORNACT1	TMORACT1	MORNACT2	TMORACT2	MORNACT3	TMORACT3	MORNACT4	TMORACT4	MORNACT5	TMORACT5	MORNACT6	TMORACT6	MORNACT7	TMORACT7	MORNACT8	TMORACT8	NOONACT1	TNOACT1	NOONACT2	TNOACT2	NOONACT3	TNOACT3	NOONACT4	TNOACT4	NOONACT5	TNOACT5	NOONACT6	TNOACT6	NOONACT7	TNOACT7	NOONACT8	TNOACT8	NOONACT9	TNOACT9	NOONAC10	TNOACT10	EVENACT1	TEVACT1	EVENACT2	TEVACT2	EVENACT3	TEVACT3	EVENACT4	TEVACT4	EVENACT5	TEVACT5	EVENACT6	TEVACT6	EVENACT7	TEVACT7	EVENACT8	TEVACT8	EVENACT9	TEVACT9	EVENAC10	TEVACT10	mainjob	seconjob	physwrk	dextwrk	multiwrk	mathwrk	readwrk	getotwrk	streswrk	physhome	dexthome	multihme	mathhome	readhome	getothme	streshme	absentph	intaskph	diffwkph	absenteh	intaskeh	diffwkeh
29	55	58	29	58	58	1	2	2	13146	7	18	2005	0	-9	1	-9	-9	-9	2	7	-9	-9	7	1	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	2	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	7	-9	-9	2	-9	-9	-9	2	-9	-9	-9	500	800	1200	1900	2300	1	30	7	80	3	10	7	60	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	105	3	5	7	115	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	165	3	5	7	115	3	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	145	8	5	3	15	8	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	332	-9	2	1	2	1	2	1	3	3	2	2	2	1	1	2	2	1	2	1	1	1
29	29	29	230	3082	29	1	2	2	13117	6	19	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	400	-9	1230	1900	2100	1	5	3	55	4	60	8	90	4	120	8	60	1	30	3	90	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	2	8	133	3	10	8	110	3	60	1	1	8	59	-9	-9	-9	-9	3	15	1	2	8	103	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	914	-9	3	1	2	-7	-7	1	1	1	1	1	3	-7	1	1	1	1	1	1	1	1
29	70	70	322	3332	70	1	2	2	13156	6	17	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	400	700	1200	1830	2000	1	2	3	63	4	115	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	1	3	4	8	60	1	15	4	20	8	130	3	60	3	15	8	120	5	20	8	25	3	210	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	1	3	4	8	75	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	2	1	-7	2	1	2	1	1	2	1	1
29	55	55	29	55	55	1	2	2	13143	6	14	2005	0	-9	2	-9	-9	-9	7	1	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	2	-9	-9	-9	2	1	-9	-9	2	1	-9	-9	2	-9	-9	-9	600	807	1200	1900	2100	1	2	3	4	5	54	1	67	-9	-9	-9	-9	-9	-9	-9	-9	3	28	4	15	7	130	8	60	-9	-9	-9	-9	-9	-9	-9	-9	3	35	8	85	7	120	1	2	2	178	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	2	45	8	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	430	-9	1	2	1	1	3	2	2	2	1	3	1	3	1	2	2	2	1	1	1	1
29	54	54	230	3066	54	1	2	2	13142	7	7	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	400	-9	1330	2100	2400	1	50	3	40	4	60	3	60	1	30	4	25	8	35	7	270	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	7	120	3	120	1	15	3	30	4	45	8	90	-9	-9	-9	-9	-9	-9	3	30	1	5	8	85	4	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	239	-9	-7	2	3	2	2	1	2	2	1	3	3	2	1	2	2	1	1	1	1	1
29	68	68	29	68	68	2	1	4	13154	6	15	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	500	700	1100	1900	2000	1	2	3	60	4	2	5	7	1	17	3	3	2	29	-9	-9	3	15	1	1	3	2	2	222	-9	-9	-9	-9	-9	-9	-9	-9	3	15	2	286	3	60	8	119	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	1	3	5	8	39	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	2	1	2	2	2	1	1	1	1	1	1
29	69	69	29	69	69	1	2	2	13155	6	16	2005	0	-9	1	2	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	500	700	1130	1900	2000	1	2	3	48	4	10	3	5	6	55	-9	-9	-9	-9	-9	-9	3	10	8	50	4	180	1	25	4	5	-9	-9	-9	-9	-9	-9	3	10	6	50	8	60	6	90	3	10	6	110	4	20	6	100	-9	-9	-9	-9	3	10	6	5	1	10	8	35	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	302	-9	1	1	1	3	2	2	2	2	1	2	2	3	2	2	1	1	1	1	1	1
29	9	9	29	9	9	2	1	2	13102	6	23	2005	0	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	500	800	1200	2000	2100	1	20	3	15	2	145	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	2	2	103	4	60	8	60	-9	-9	-9	-9	-9	-9	3	15	1	2	8	133	2	150	8	180	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	10	8	35	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1
29	12	12	29	12	12	1	2	2	13105	6	10	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	7	-9	-9	500	700	1200	1800	2100	1	1	3	54	5	5	2	60	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	15	4	120	1	15	2	75	3	60	-9	-9	-9	-9	3	30	8	180	2	90	5	5	3	55	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	165	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1
29	51	51	29	51	51	1	2	2	13139	6	27	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	500	700	1200	1800	2200	1	1	3	59	6	5	3	5	4	30	6	20	-9	-9	-9	-9	3	10	6	50	1	30	6	210	-9	-9	-9	-9	-9	-9	-9	-9	3	10	6	170	3	10	6	110	3	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	6	10	8	210	1	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	302	-9	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1
29	61	61	332	61	61	2	2	2	13149	6	15	2005	0	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	1	2	-9	-9	7	-9	-9	-9	2	-9	-9	-9	500	900	1300	2000	2200	1	1	3	39	2	10	3	5	4	65	5	60	1	15	8	45	3	13	1	2	4	15	8	105	3	30	2	45	3	5	4	25	3	17	8	163	3	50	5	120	8	10	1	10	4	20	2	30	-9	-9	-9	-9	3	15	8	105	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	914	-9	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
31	38	38	11	3486	38	1	2	2	13230	6	16	2005	0	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	2	-9	-9	2	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	500	800	1300	1930	2100	3	30	1	10	4	60	3	10	8	70	-9	-9	-9	-9	-9	-9	3	5	1	2	7	233	8	60	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	20	7	90	3	10	7	120	3	30	8	110	-9	-9	-9	-9	-9	-9	3	10	1	3	8	77	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	914	-9	2	1	2	-7	-7	1	1	3	2	2	3	-7	1	1	1	1	1	1	1	1
31	40	40	31	40	40	1	1	2	13232	6	3	2005	0	-9	1	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	2	-9	-9	-9	500	700	1130	1800	2000	1	10	3	30	8	20	1	25	8	35	-9	-9	-9	-9	-9	-9	3	20	8	40	7	210	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	80	7	180	8	30	7	30	8	60	-9	-9	-9	-9	-9	-9	-9	-9	3	40	1	5	8	75	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	430	-9	3	3	3	1	-7	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2
31	4	4	31	4	4	2	2	2	13203	6	2	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	1	2	-9	-9	2	-9	-9	-9	500	730	1230	1900	2030	1	5	3	30	5	30	3	5	5	70	3	10	-9	-9	-9	-9	3	10	2	3	7	167	8	5	1	5	8	20	3	40	8	50	3	30	8	60	7	150	3	30	5	10	8	110	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	75	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	400	-9	2	1	2	2	-7	1	1	1	1	3	2	2	2	2	2	2	2	1	1	1
6	122	122	264	3187	122	2	2	2	10712	6	26	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	11	-9	-9	-9	300	700	1200	1800	2200	2	20	8	130	3	60	2	30	-9	-9	-9	-9	-9	-9	-9	-9	3	15	2	15	4	60	1	10	2	20	3	5	2	155	3	20	3	30	8	90	2	60	3	5	2	55	1	10	2	20	3	60	8	30	-9	-9	3	10	2	10	8	220	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	1	1	1	2	1	1	1	2	1	1
27	32	32	27	32	32	2	2	2	12871	5	31	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	2	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	500	800	1200	1900	2100	1	3	3	50	4	7	3	5	4	55	1	35	6	25	-9	-9	3	30	6	90	3	5	8	55	3	50	1	3	8	7	-9	-9	3	30	6	30	8	60	1	3	6	117	3	5	6	115	1	3	3	50	6	7	3	30	1	20	8	70	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	852	302	2	1	2	1	3	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2
23	19	19	23	19	19	1	2	2	12731	6	22	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	1	2	-9	-9	2	-9	-9	-9	2	-9	-9	-9	500	600	1200	1900	2100	1	15	3	45	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	2	7	343	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	165	3	10	7	230	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	105	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	335	-9	2	1	3	1	-7	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1
23	12	12	23	12	12	1	2	2	12724	6	21	2005	0	-9	2	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	1	-9	-9	-9	1	2	-9	-9	1	-9	-9	-9	2	-9	-9	-9	300	830	1200	1830	2000	1	1	3	39	4	20	3	5	5	60	4	115	8	90	-9	-9	3	15	4	75	5	50	8	5	3	35	8	30	-9	-9	-9	-9	3	15	8	75	5	10	8	110	3	5	4	25	7	60	3	30	8	60	-9	-9	3	15	8	45	2	20	1	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	400	-9	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
13	209	209	251	5190	209	2	2	2	11741	6	29	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	500	700	1200	1730	200	4	60	3	30	5	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	60	8	240	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	60	8	120	5	120	3	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	45	8	165	5	300	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	1	1	1	-7	2	1	1	1	1	1	1	1
29	5	5	29	5	5	1	2	2	13098	6	16	2005	0	-9	1	-9	-9	-9	2	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	500	530	1145	1830	2000	1	25	3	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	15	7	345	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	60	7	325	1	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	75	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	782	-9	1	1	2	1	-7	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1
31	7	7	206	7	7	1	2	2	13206	6	22	2005	0	-9	1	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	600	720	1200	1900	2000	1	5	3	30	2	20	5	5	1	20	-9	-9	-9	-9	-9	-9	3	10	7	270	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	2	30	7	240	5	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	1	10	8	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	430	-9	2	2	3	2	-7	2	2	2	2	3	3	3	2	2	1	2	2	2	2	2
23	11	11	23	11	11	1	2	2	12723	6	18	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	2	1	-9	-9	2	-9	-9	-9	500	800	1200	1900	2100	1	1	4	4	3	55	2	120	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	20	7	205	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	45	7	240	8	60	3	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	105	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	420	-9	2	2	2	2	-7	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1
22	13	13	22	13	13	1	2	2	12702	5	17	2005	0	-9	1	2	-9	-9	2	1	-9	-9	1	2	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	507	1200	1800	2000	3	7	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	3	2	60	3	7	4	60	8	101	1	62	7	120	-9	-9	3	5	2	60	8	60	4	5	3	7	2	223	-9	-9	-9	-9	-9	-9	-9	-9	3	5	2	60	3	5	1	11	2	34	4	5	-9	-9	-9	-9	-9	-9	-9	-9	335	-9	3	3	3	3	3	1	2	1	1	3	3	3	1	1	1	1	1	1	1	1
22	20	20	22	20	20	2	1	4	12708	5	18	2005	0	-9	1	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	9	-9	-9	-9	7	1	-9	-9	0	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	400	700	1200	1900	2100	4	60	3	30	4	30	3	30	8	30	-9	-9	-9	-9	-9	-9	3	30	8	90	4	60	1	70	8	50	-9	-9	-9	-9	-9	-9	3	30	8	390	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	8	90	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1
23	16	16	23	16	16	1	2	2	12728	6	21	2005	0	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	1	2	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	2	-9	-9	-9	300	730	1200	1800	2130	1	1	4	269	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	2	1	5	4	13	1	18	2	132	8	60	3	30	3	10	1	2	2	288	3	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	2	8	198	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	335	65	1	1	1	1	1	1	2	3	1	3	1	1	2	2	1	1	1	1	1	1
22	22	22	22	22	22	1	2	2	12710	5	17	2005	0	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	11	-9	-9	-9	2	1	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	400	800	1200	1900	2000	1	60	7	45	3	15	7	120	-9	-9	-9	-9	-9	-9	-9	-9	3	5	7	235	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	7	160	8	45	3	30	4	30	8	150	-9	-9	-9	-9	-9	-9	-9	-9	3	30	1	5	8	25	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	335	-9	3	3	-7	2	-7	2	2	1	2	2	2	1	2	2	2	1	1	2	2	2
23	14	14	23	14	14	1	2	2	12726	6	18	2005	0	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	430	900	1400	1900	2200	1	1	3	39	7	230	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	30	7	200	8	60	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	45	3	5	1	35	7	80	8	120	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	160	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	400	-9	2	1	-7	-7	-7	2	1	2	2	2	2	1	2	2	1	1	1	1	1	1
29	7	7	29	7	7	1	2	2	13100	6	19	2005	0	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	500	800	1400	1900	2100	1	15	8	45	2	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	2	6	343	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	45	6	120	8	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	2	8	103	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	711	-9	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1
13	121	121	13	121	121	1	2	2	11674	1	10	2005	0	-9	1	2	-9	-9	1	-9	-9	-9	1	7	2	-9	1	7	-9	-9	2	1	-9	-9	1	2	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	1	2	7	-9	2	7	-9	-9	500	700	1200	1900	2115	1	5	3	15	4	10	3	20	2	25	3	10	2	20	3	15	3	10	4	50	1	35	8	20	3	5	8	55	3	40	8	85	3	35	6	85	3	10	8	100	3	70	6	90	3	30	-9	-9	-9	-9	-9	-9	3	15	8	5	3	5	8	10	3	10	6	75	1	10	4	5	-9	-9	-9	-9	915	-9	2	2	2	-7	1	1	2	3	2	2	3	1	1	3	2	2	2	1	2	2
8	117	117	8	5091	117	2	2	3	10973	3	5	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	-9	1200	1800	2200	1	8	3	47	8	5	3	30	4	90	1	30	8	200	3	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	5	3	15	8	90	2	120	3	15	8	105	-9	-9	-9	-9	-9	-9	3	25	8	215	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	1	1	1	1	1	1	1	1	1	1
21	18	18	21	18	18	2	2	2	12689	5	9	2005	0	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	500	700	1200	1900	2100	1	1	3	59	8	45	5	15	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	15	1	20	2	70	6	120	3	60	-9	-9	-9	-9	3	15	1	2	6	283	5	15	3	45	2	60	-9	-9	-9	-9	-9	-9	-9	-9	3	15	2	105	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	779	-9	1	1	1	1	-7	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
