basebrgy	basehhno	basewman	BRGAY05	HHNUMB05	WOMAN05	MOMCH05	uncmomid	moincome	dayincom	yrincome	linenumb	workstat	mainoccu	mainjob	farmstat	nonfarm	hrsjob	benefits	taxes	secndjob	secnoccu	jobsecnd	FARMSTA2	NONFARM2	HRSJOB2	BENEFIT2	TAXES2	hrsdayt	dayswkt	timepay	weektime	REGUJE1	finishp	paypiece	hrsdaypc	dyswekpc	weekpc	REGUJE2	hrsfarm	dywkfarm	wkyrfarm	REGUJE3A	livestok	daywkliv	wkyrlivs	REGUJE3B	expnsto	incmstok	consstok	hrsfish	dywkfish	wkyrfish	REGUJE4	incfish	familbus	typebus	homebus	hrsself	dywkself	wkyrself	REGUJE5	incmself
11	127	127	11	127	127	1	11471	5	22	2005	2	1	450	1	4	-9	56	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	7.0	71.43	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	127	127	11	127	127	1	11471	5	22	2005	4	1	643	3	-9	1	70	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	10	7.0	52	1	100
11	127	127	11	127	127	1	11471	5	22	2005	1	1	335	3	-9	1	8	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	6.3	7.0	52	1	150
11	127	127	11	127	127	1	11471	5	22	2005	3	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	3	7	52	1	4368	4000	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	129	129	11	129	129	1	11473	5	21	2005	5	1	999	3	-9	2	48	1	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	173	16.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
15	110	110	15	110	110	2	12166	6	20	2005	2	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.33	7	52	1	288	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
15	88	88	15	88	88	1	12149	5	26	2005	1	1	335	3	-9	1	49	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	7	7.0	52	1	140
15	88	88	15	88	88	1	12149	5	26	2005	10	1	336	3	-9	2	84	0	0	0	-9	-9	-9	-9	-9	-9	-9	12	7.0	50	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
15	88	88	15	88	88	1	12149	5	26	2005	5	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.17	7	52	1	1512	0	225	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
15	102	102	15	102	102	1	12163	5	25	2005	1	1	101	3	-9	2	40	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	5.0	250	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
15	102	102	15	102	102	1	12163	5	25	2005	2	1	999	3	-9	1	12	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	2.43	7.0	20	1	10.24
5	7	7	5	3181	7	2	10606	4	21	2005	2	1	312	3	-9	1	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	4	1.0	36	1	3000
5	23	23	9	4219	23	1	10621	4	19	2005	1	1	641	3	-9	1	63	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	71	0	9	7.0	52	1	300
32	28	28	32	28	28	1	13282	5	8	2005	3	1	779	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	200	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
32	28	28	32	28	28	1	13282	5	8	2005	4	1	779	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	200	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
6	65	65	6	65	65	1	10665	5	12	2005	1	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	1	7	52	1	1152	500	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
6	65	65	6	65	65	1	10665	5	12	2005	2	1	822	3	-9	1	21	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	14	3.0	52	1	116.66
6	65	65	6	65	65	1	10665	5	12	2005	3	1	762	3	-9	2	84	1	1	0	-9	-9	-9	-9	-9	-9	-9	12	7.0	208	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
6	65	65	6	65	65	1	10665	5	12	2005	5	1	829	3	-9	2	72	0	0	0	-9	-9	-9	-9	-9	-9	-9	12	6.0	230	20.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
12	80	80	12	3327	80	1	11581	7	10	2005	1	1	116	3	-9	2	48	1	1	1	29	3	-9	2	15	0	0	10.5	6.0	385.29	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
12	80	80	12	3327	80	1	11581	7	10	2005	2	1	5	3	-9	2	44	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	468.2	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
2	65	65	307	5171	65	1	10178	6	30	2005	3	1	229	3	-9	2	40	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	5.0	286.36	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
2	65	65	307	5171	65	1	10178	6	30	2005	4	1	401	3	-9	1	21	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	1	7	52	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
2	65	65	307	5171	65	1	10178	6	30	2005	8	1	915	3	-9	2	28	0	0	1	943	3	-9	1	9	0	0	8	7.0	56.66	2.0	3	6	25	3	3	52	1	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	17	17	11	17	17	1	11386	5	26	2005	1	1	118	3	-9	1	70	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	71	0	14	7.0	52	1	3600
11	17	17	11	17	17	1	11386	5	26	2005	2	1	302	3	-9	1	60	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	1	7	4	3	800	0	0	-9	-9	-9	-9	-9	1	62	1	11.67	6.0	52	1	200
11	88	88	11	88	88	1	11437	5	28	2005	1	1	641	3	-9	2	24	0	0	0	-9	-9	-9	-9	-9	-9	-9	4	6.0	200	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	88	88	11	88	88	1	11437	5	28	2005	2	1	852	3	-9	2	24	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	50	50	5	6	52	1	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	88	88	11	88	88	1	11437	5	28	2005	5	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.83	7	52	1	2568	9000	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
6	45	45	6	45	45	1	10652	4	22	2005	2	1	45	3	-9	2	15	0	0	1	45	3	-9	1	2	0	0	3	5.0	-9	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	2	1.0	36	1	200
6	45	45	6	45	45	1	10652	4	22	2005	3	1	331	3	-9	2	42	0	0	0	-9	-9	-9	-9	-9	-9	-9	6	7.0	50	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	112	112	11	112	112	1	11458	5	24	2005	1	1	239	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	120	12.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	112	112	11	112	112	1	11458	5	24	2005	2	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.5	7	52	1	672	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
6	19	19	6	19	19	1	10628	5	11	2005	1	1	791	3	-9	2	56	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	7.0	130	1.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
6	19	19	6	19	19	1	10628	5	11	2005	2	1	302	3	-9	1	56	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.16	7	52	1	3840	1500	2000	-9	-9	-9	-9	-9	1	62	1	8	7.0	52	1	142.85
6	19	19	6	19	19	1	10628	5	11	2005	3	2	779	3	-9	2	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	8	6.0	150	8.0	4	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	179	179	11	179	179	1	11512	6	18	2005	1	1	43	3	-9	1	21	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.17	7	52	1	21600	9000	0	-9	-9	-9	-9	-9	0	-9	-9	3	7.0	52	1	200
11	179	179	11	179	179	1	11512	6	18	2005	2	1	779	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	133.33	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	179	179	11	179	179	1	11512	6	18	2005	4	1	643	3	-9	1	70	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	10	7.0	52	1	120
11	78	78	11	78	78	1	11430	5	18	2005	2	1	779	3	-9	2	56	0	0	1	914	3	-9	2	8	0	0	8	1.0	200	52.0	1	36	1	10.75	6	52	1	-9	-9.0	-9	-9	0.5	7	52	1	160	4500	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	78	78	11	78	78	1	11430	5	18	2005	3	1	641	3	-9	1	91	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	13	7.0	52	1	250
11	78	78	11	78	78	1	11430	5	18	2005	4	1	771	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	200	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	78	78	11	78	78	1	11430	5	18	2005	5	1	759	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	80	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	78	78	11	78	78	1	11430	5	18	2005	6	1	650	3	-9	2	56	0	0	1	932	3	-9	2	9	0	0	9	7.0	100	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	34	34	135	34	34	2	11398	4	20	2005	1	1	430	1	1	-9	24	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	4	6.0	52	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	109	109	11	2612	109	1	11455	5	29	2005	4	1	701	3	-9	2	40	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	100	1	8	5	52	1	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	109	109	11	2612	109	1	11455	5	29	2005	1	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.5	7	24	3	264	300	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
15	64	64	212	3348	64	1	12128	6	24	2005	1	1	641	3	-9	1	56	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	8	7.0	52	1	200
15	64	64	212	3348	64	1	12128	6	24	2005	2	1	715	3	-9	1	30	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.5	7	52	1	1344	600	300	-9	-9	-9	-9	-9	1	39	1	6	5.0	52	1	91.36
15	64	64	212	3348	64	1	12128	6	24	2005	5	1	715	3	-9	3	40	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	39	1	6	5.0	52	1	-7
15	64	64	212	3348	64	1	12128	6	24	2005	6	1	822	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	165	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
15	81	81	211	4192	81	1	12143	6	16	2005	1	1	641	3	-9	1	70	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.5	7	8	3	216	0	0	-9	-9	-9	-9	-9	0	-9	-9	10	7.0	52	1	150
15	81	81	211	4192	81	1	12143	6	16	2005	2	1	302	3	-9	1	42	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	10	7.0	20	1	300
11	139	139	321	139	139	1	11482	7	7	2005	4	1	331	3	-9	3	6	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	3	2.0	52	1	-7
11	91	91	11	2203	91	1	11438	5	20	2005	1	1	335	3	-9	1	28	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	4	7.0	52	1	150
11	91	91	11	2203	91	1	11438	5	20	2005	2	1	905	3	-9	2	70	1	1	0	-9	-9	-9	-9	-9	-9	-9	10	7.0	150	4.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	106	106	11	106	106	1	11453	5	21	2005	1	1	779	3	-9	2	60	1	1	0	-9	-9	-9	-9	-9	-9	-9	10	7.0	208	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	106	106	11	106	106	1	11453	5	21	2005	3	1	470	3	-9	3	42	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	7	52	1	-7	-9	-9	-9	-9	-9.0	-9	-9	-9
11	106	106	11	106	106	1	11453	5	21	2005	2	1	470	3	-9	1	42	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.17	7	52	1	672	500	600	6	7	52	1	150	-9	-9	-9	-9	-9.0	-9	-9	-9
11	106	106	11	106	106	1	11453	5	21	2005	7	1	470	3	-9	3	42	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	7	52	1	-7	-9	-9	-9	-9	-9.0	-9	-9	-9
11	69	69	11	69	69	2	11425	7	9	2005	1	1	914	3	-9	2	72	0	0	0	-9	-9	-9	-9	-9	-9	-9	10.5	7.0	102	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.67	7	52	1	4200	7000	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	69	69	11	69	69	2	11425	7	9	2005	2	1	833	3	-9	2	42	0	0	0	-9	-9	-9	-9	-9	-9	-9	6	7.0	40	4.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	69	69	11	69	69	2	11425	7	9	2005	4	1	914	3	-9	2	35	0	0	0	-9	-9	-9	-9	-9	-9	-9	7	5.0	81.8	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
11	26	26	292	3232	26	1	11391	5	19	2005	1	1	470	3	-9	1	49	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	7	7	52	1	571.43	-9	-9	-9	-9	-9.0	-9	-9	-9
11	26	26	292	3232	26	1	11391	5	19	2005	2	1	335	3	-9	1	35	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	8	7.0	52	1	180
11	26	26	292	3232	26	1	11391	5	19	2005	4	1	470	3	-9	2	49	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	7	7	52	1	-7	-9	-9	-9	-9	-9.0	-9	-9	-9
5	13	13	5	13	13	1	10612	4	29	2005	1	1	828	3	-9	3	7	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.5	7	52	1	30000	15000	15000	-9	-9	-9	-9	-9	1	62	0	1	7.0	52	1	-7
5	13	13	5	13	13	1	10612	4	29	2005	2	1	303	3	-9	1	14	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	2	7.0	52	1	2000
5	13	13	5	13	13	1	10612	4	29	2005	3	1	22	3	-9	2	40	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	5.0	545.45	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
12	80	80	12	3327	80	1	11581	7	10	2005	6	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.16	7	52	1	1352	500	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
12	80	80	12	3327	80	1	11581	7	10	2005	7	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.16	7	52	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
32	24	24	32	24	24	1	13278	4	30	2005	1	1	771	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	250	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
32	24	24	32	24	24	1	13278	4	30	2005	2	1	860	3	-9	2	32	1	1	1	335	3	-9	1	-9	0	0	8	4.0	180	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	8	2.0	52	1	150
32	24	24	32	24	24	1	13278	4	30	2005	3	1	905	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	250	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
32	24	24	32	24	24	1	13278	4	30	2005	4	1	829	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	208	52.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
32	24	24	32	24	24	1	13278	4	30	2005	5	1	302	3	-9	1	70	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.25	7	52	1	2304	0	1350	-9	-9	-9	-9	-9	1	62	1	10	7.0	52	1	22
6	40	40	6	40	40	1	10648	5	8	2005	1	1	791	3	-9	2	-9	0	0	1	303	3	-9	1	4	0	0	8	6.0	180	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	4	1.0	2	3	800
11	93	93	11	93	93	1	11440	5	24	2005	1	1	782	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	116.66	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
